,REF_DATE,GEO,Sex,Age group,UOM,VALUE
18041,2021-01-01,"Vancouver, British Columbia",Both sexes,45 to 49 years,Persons,179679.0
18042,2021-01-01,"Vancouver, British Columbia",Both sexes,50 to 54 years,Persons,189559.0
18043,2021-01-01,"Vancouver, British Columbia",Both sexes,55 to 59 years,Persons,193362.0
18044,2021-01-01,"Vancouver, British Columbia",Both sexes,60 to 64 years,Persons,176050.0
18045,2021-01-01,"Vancouver, British Columbia",Both sexes,65 to 69 years,Persons,148890.0
18046,2021-01-01,"Vancouver, British Columbia",Both sexes,70 to 74 years,Persons,123571.0
18047,2021-01-01,"Vancouver, British Columbia",Both sexes,75 to 79 years,Persons,80963.0
18324,2022-01-01,"Montréal, Quebec",Both sexes,20 to 24 years,Persons,270464.0
18325,2022-01-01,"Montréal, Quebec",Both sexes,25 to 29 years,Persons,305366.0
18326,2022-01-01,"Montréal, Quebec",Both sexes,30 to 34 years,Persons,311655.0
18327,2022-01-01,"Montréal, Quebec",Both sexes,35 to 39 years,Persons,305844.0
18328,2022-01-01,"Montréal, Quebec",Both sexes,40 to 44 years,Persons,318789.0
18329,2022-01-01,"Montréal, Quebec",Both sexes,45 to 49 years,Persons,294604.0
18330,2022-01-01,"Montréal, Quebec",Both sexes,50 to 54 years,Persons,279649.0
18331,2022-01-01,"Montréal, Quebec",Both sexes,55 to 59 years,Persons,291614.0
18332,2022-01-01,"Montréal, Quebec",Both sexes,60 to 64 years,Persons,278023.0
18333,2022-01-01,"Montréal, Quebec",Both sexes,65 to 69 years,Persons,236218.0
18334,2022-01-01,"Montréal, Quebec",Both sexes,70 to 74 years,Persons,195503.0
18335,2022-01-01,"Montréal, Quebec",Both sexes,75 to 79 years,Persons,153486.0
18396,2022-01-01,"Toronto, Ontario",Both sexes,20 to 24 years,Persons,504984.0
18397,2022-01-01,"Toronto, Ontario",Both sexes,25 to 29 years,Persons,540256.0
18398,2022-01-01,"Toronto, Ontario",Both sexes,30 to 34 years,Persons,544625.0
18399,2022-01-01,"Toronto, Ontario",Both sexes,35 to 39 years,Persons,502223.0
18400,2022-01-01,"Toronto, Ontario",Both sexes,40 to 44 years,Persons,448785.0
18401,2022-01-01,"Toronto, Ontario",Both sexes,45 to 49 years,Persons,428207.0
18402,2022-01-01,"Toronto, Ontario",Both sexes,50 to 54 years,Persons,437951.0
18403,2022-01-01,"Toronto, Ontario",Both sexes,55 to 59 years,Persons,444166.0
18404,2022-01-01,"Toronto, Ontario",Both sexes,60 to 64 years,Persons,400586.0
18405,2022-01-01,"Toronto, Ontario",Both sexes,65 to 69 years,Persons,327989.0
18406,2022-01-01,"Toronto, Ontario",Both sexes,70 to 74 years,Persons,266575.0
18407,2022-01-01,"Toronto, Ontario",Both sexes,75 to 79 years,Persons,197868.0
18792,2022-01-01,"Calgary, Alberta",Both sexes,20 to 24 years,Persons,97781.0
18793,2022-01-01,"Calgary, Alberta",Both sexes,25 to 29 years,Persons,110874.0
18794,2022-01-01,"Calgary, Alberta",Both sexes,30 to 34 years,Persons,131342.0
18795,2022-01-01,"Calgary, Alberta",Both sexes,35 to 39 years,Persons,139759.0
18796,2022-01-01,"Calgary, Alberta",Both sexes,40 to 44 years,Persons,129582.0
18797,2022-01-01,"Calgary, Alberta",Both sexes,45 to 49 years,Persons,113481.0
18798,2022-01-01,"Calgary, Alberta",Both sexes,50 to 54 years,Persons,102400.0
18799,2022-01-01,"Calgary, Alberta",Both sexes,55 to 59 years,Persons,95520.0
18800,2022-01-01,"Calgary, Alberta",Both sexes,60 to 64 years,Persons,92803.0
18801,2022-01-01,"Calgary, Alberta",Both sexes,65 to 69 years,Persons,78372.0
18802,2022-01-01,"Calgary, Alberta",Both sexes,70 to 74 years,Persons,56688.0
18803,2022-01-01,"Calgary, Alberta",Both sexes,75 to 79 years,Persons,37926.0
18828,2022-01-01,"Edmonton, Alberta",Both sexes,20 to 24 years,Persons,96859.0
18829,2022-01-01,"Edmonton, Alberta",Both sexes,25 to 29 years,Persons,112961.0
18830,2022-01-01,"Edmonton, Alberta",Both sexes,30 to 34 years,Persons,127469.0
18831,2022-01-01,"Edmonton, Alberta",Both sexes,35 to 39 years,Persons,128586.0
18832,2022-01-01,"Edmonton, Alberta",Both sexes,40 to 44 years,Persons,114953.0
18833,2022-01-01,"Edmonton, Alberta",Both sexes,45 to 49 years,Persons,97957.0
18834,2022-01-01,"Edmonton, Alberta",Both sexes,50 to 54 years,Persons,88339.0
18835,2022-01-01,"Edmonton, Alberta",Both sexes,55 to 59 years,Persons,88783.0
18836,2022-01-01,"Edmonton, Alberta",Both sexes,60 to 64 years,Persons,88357.0
18837,2022-01-01,"Edmonton, Alberta",Both sexes,65 to 69 years,Persons,75434.0
18838,2022-01-01,"Edmonton, Alberta",Both sexes,70 to 74 years,Persons,55964.0
18839,2022-01-01,"Edmonton, Alberta",Both sexes,75 to 79 years,Persons,38336.0
18900,2022-01-01,"Vancouver, British Columbia",Both sexes,20 to 24 years,Persons,206790.0
18901,2022-01-01,"Vancouver, British Columbia",Both sexes,25 to 29 years,Persons,223732.0
18902,2022-01-01,"Vancouver, British Columbia",Both sexes,30 to 34 years,Persons,238476.0
18903,2022-01-01,"Vancouver, British Columbia",Both sexes,35 to 39 years,Persons,223476.0
18904,2022-01-01,"Vancouver, British Columbia",Both sexes,40 to 44 years,Persons,198267.0
18905,2022-01-01,"Vancouver, British Columbia",Both sexes,45 to 49 years,Persons,180747.0
18906,2022-01-01,"Vancouver, British Columbia",Both sexes,50 to 54 years,Persons,189376.0
18907,2022-01-01,"Vancouver, British Columbia",Both sexes,55 to 59 years,Persons,191116.0
18908,2022-01-01,"Vancouver, British Columbia",Both sexes,60 to 64 years,Persons,179295.0
18909,2022-01-01,"Vancouver, British Columbia",Both sexes,65 to 69 years,Persons,153897.0
18910,2022-01-01,"Vancouver, British Columbia",Both sexes,70 to 74 years,Persons,126083.0
18911,2022-01-01,"Vancouver, British Columbia",Both sexes,75 to 79 years,Persons,88064.0
